surface	lemma	paradigm	semantic_id
ראמי	ראם	ז,ע,רבים,סמיכות	n_construct_plural
ראמים	ראם	ז,ע,רבים	n_masc_regular
ראקטיבי	ראקטיבי	ת,יחיד,ז	adj_unbound
ראקטיבי	ראקטיבי	ת,יחיד,ז,סמיכות	adj_construct
ראקטיביות	ראקטיבי	ת,רבים,נ	adj_unbound
ראקטיביות	ראקטיבי	ת,רבים,נ,סמיכות	adj_construct
ראקטיביי	ראקטיבי	ת,רבים,ז,סמיכות	adj_construct
ראקטיביים	ראקטיבי	ת,רבים,ז	adj_unbound
ראקטיבית	ראקטיבי	ת,יחיד,נ	adj_unbound
ראקטיבית	ראקטיבי	ת,יחיד,נ,סמיכות	adj_construct
ראקציה	ראקציה	נ,ע,יחיד	n_fem_regular
ראקציוני	ראקציוני	ת,יחיד,ז	adj_unbound
ראקציוני	ראקציוני	ת,יחיד,ז,סמיכות	adj_construct
ראקציוניות	ראקציוני	ת,רבים,נ	adj_unbound
ראקציוניות	ראקציוני	ת,רבים,נ,סמיכות	adj_construct
ראקציוניי	ראקציוני	ת,רבים,ז,סמיכות	adj_construct
ראקציוניים	ראקציוני	ת,רבים,ז	adj_unbound
ראקציונית	ראקציוני	ת,יחיד,נ	adj_unbound
ראקציונית	ראקציוני	ת,יחיד,נ,סמיכות	adj_construct
ראקציונר	ראקציונר	ת,יחיד,ז	adj_unbound
ראקציונר	ראקציונר	ת,יחיד,ז,סמיכות	adj_construct
ראקציונרי	ראקציונר	ת,רבים,ז,סמיכות	adj_construct
ראקציונריות	ראקציונר	ת,רבים,נ	adj_unbound
ראקציונריות	ראקציונר	ת,רבים,נ,סמיכות	adj_construct
ראקציונרים	ראקציונר	ת,רבים,ז	adj_unbound
ראקציונרית	ראקציונר	ת,יחיד,נ	adj_unbound
ראקציונרית	ראקציונר	ת,יחיד,נ,סמיכות	adj_construct
ראקציות	ראקציה	נ,ע,רבים	n_fem_regular
ראקציות	ראקציה	נ,ע,רבים,סמיכות	n_construct_plural
ראקציית	ראקציה	נ,ע,יחיד,סמיכות	n_construct_singular
ראש	ראש	ז,ע,יחיד	n_masc_regular
ראש	ראש	ז,ע,יחיד,סמיכות	n_construct_singular
ראשה	ראשה	נ,ע,יחיד	n_fem_regular
ראשויות	ראשות	נ,ע,רבים	n_fem_regular
ראשויות	ראשות	נ,ע,רבים,סמיכות	n_construct_plural
ראשון	ראשון	ז,ע,יחיד	n_masc_regular
ראשון	ראשון	ז,ע,יחיד,סמיכות	n_construct_singular
ראשונה	ראשונה	נ,ע,יחיד	n_fem_regular
ראשונות	ראשונה	נ,ע,רבים	n_fem_regular
ראשונות	ראשונה	נ,ע,רבים,סמיכות	n_construct_plural
ראשונות	ראשונות	נ,ע,יחיד	n_fem_regular
ראשונות	ראשונות	נ,ע,יחיד,סמיכות	n_construct_singular
ראשוני	ראשון	ז,ע,רבים,סמיכות	n_construct_plural
ראשוני	ראשוני	ת,יחיד,ז	adj_unbound
ראשוני	ראשוני	ת,יחיד,ז,סמיכות	adj_construct
ראשוניות	ראשוני	ת,רבים,נ	adj_unbound
ראשוניות	ראשוני	ת,רבים,נ,סמיכות	adj_construct
ראשוניות	ראשוניות	נ,ע,יחיד	n_fem_regular
ראשוניות	ראשוניות	נ,ע,יחיד,סמיכות	n_construct_singular
ראשוניי	ראשוני	ת,רבים,ז,סמיכות	adj_construct
ראשוניים	ראשוני	ת,רבים,ז	adj_unbound
ראשונים	ראשון	ז,ע,רבים	n_masc_regular
ראשונית	ראשוני	ת,יחיד,נ	adj_unbound
ראשונית	ראשוני	ת,יחיד,נ,סמיכות	adj_construct
ראשונת	ראשונה	נ,ע,יחיד,סמיכות	n_construct_singular
ראשות	ראשות	נ,ע,יחיד	n_fem_regular
ראשות	ראשות	נ,ע,יחיד,סמיכות	n_construct_singular
ראשי	ראש	ז,ע,רבים,סמיכות	n_construct_plural
ראשי	ראשי	ת,יחיד,ז	adj_unbound
ראשי	ראשי	ת,יחיד,ז,סמיכות	adj_construct
ראשיות	ראשית	נ,ע,רבים	n_fem_regular
ראשיות	ראשית	נ,ע,רבים,סמיכות	n_construct_plural
ראשיות	ראשי	ת,רבים,נ	adj_unbound
ראשיות	ראשי	ת,רבים,נ,סמיכות	adj_construct
ראשיי	ראשי	ת,רבים,ז,סמיכות	adj_construct
ראשיים	ראשי	ת,רבים,ז	adj_unbound
ראשים	ראש	ז,ע,רבים	n_masc_regular
ראשית	ראשית	נ,ע,יחיד	n_fem_regular
ראשית	ראשית	נ,ע,יחיד,סמיכות	n_construct_singular
ראשית	ראשי	ת,יחיד,נ	adj_unbound
ראשית	ראשי	ת,יחיד,נ,סמיכות	adj_construct
ראשיתי	ראשיתי	ת,יחיד,ז	adj_unbound
ראשיתי	ראשיתי	ת,יחיד,ז,סמיכות	adj_construct
ראשיתיות	ראשיתי	ת,רבים,נ	adj_unbound
ראשיתיות	ראשיתי	ת,רבים,נ,סמיכות	adj_construct
ראשיתיות	ראשיתיות	נ,ע,יחיד	n_fem_regular
ראשיתיות	ראשיתיות	נ,ע,יחיד,סמיכות	n_construct_singular
ראשיתיי	ראשיתי	ת,רבים,ז,סמיכות	adj_construct
ראשיתיים	ראשיתי	ת,רבים,ז	adj_unbound
ראשיתית	ראשיתי	ת,יחיד,נ	adj_unbound
ראשיתית	ראשיתי	ת,יחיד,נ,סמיכות	adj_construct
ראשן	ראשן	ז,ע,יחיד	n_masc_regular
ראשן	ראשן	ז,ע,יחיד,סמיכות	n_construct_singular
ראשני	ראשן	ז,ע,רבים,סמיכות	n_construct_plural
ראשנים	ראשן	ז,ע,רבים	n_masc_regular
ראשתן	ראשתן	ז,ע,יחיד	n_masc_regular
ראשתן	ראשתן	ז,ע,יחיד,סמיכות	n_construct_singular
ראשתני	ראשתן	ז,ע,רבים,סמיכות	n_construct_plural
ראשתנים	ראשתן	ז,ע,רבים	n_masc_regular
רבב	רבב	ז,ע,יחיד	n_masc_regular
רבב	רבב	ז,ע,יחיד,סמיכות	n_construct_singular
רבבה	רבבה	נ,ע,יחיד	n_fem_regular
רבבות	רבבה	נ,ע,רבים	n_fem_regular
רבבות	רבבה	נ,ע,רבים,סמיכות	n_construct_plural
רבבי	רבב	ז,ע,רבים,סמיכות	n_construct_plural
רבבים	רבב	ז,ע,רבים	n_masc_regular
רבבת	רבבה	נ,ע,יחיד,סמיכות	n_construct_singular
רבגוני	רבגוני	ת,יחיד,ז	adj_unbound
רבגוני	רבגוני	ת,יחיד,ז,סמיכות	adj_construct
רבגוניות	רבגוני	ת,רבים,נ	adj_unbound
רבגוניות	רבגוני	ת,רבים,נ,סמיכות	adj_construct
רבגוניות	רבגוניות	נ,ע,יחיד	n_fem_regular
רבגוניות	רבגוניות	נ,ע,יחיד,סמיכות	n_construct_singular
רבגוניי	רבגוני	ת,רבים,ז,סמיכות	adj_construct
רבגוניים	רבגוני	ת,רבים,ז	adj_unbound
רבגונית	רבגוני	ת,יחיד,נ	adj_unbound
רבגונית	רבגוני	ת,יחיד,נ,סמיכות	adj_construct
רבדים	רובד	ז,ע,רבים	n_masc_regular
רבולוציה	רבולוציה	נ,ע,יחיד	n_fem_regular
רבולוציוני	רבולוציוני	ת,יחיד,ז	adj_unbound
רבולוציוני	רבולוציוני	ת,יחיד,ז,סמיכות	adj_construct
רבולוציוניות	רבולוציוני	ת,רבים,נ	adj_unbound
רבולוציוניות	רבולוציוני	ת,רבים,נ,סמיכות	adj_construct
רבולוציוניי	רבולוציוני	ת,רבים,ז,סמיכות	adj_construct
רבולוציוניים	רבולוציוני	ת,רבים,ז	adj_unbound
רבולוציונית	רבולוציוני	ת,יחיד,נ	adj_unbound
רבולוציונית	רבולוציוני	ת,יחיד,נ,סמיכות	adj_construct
רבולוציונר	רבולוציונר	ז,ע,יחיד	n_masc_regular
רבולוציונר	רבולוציונר	ז,ע,יחיד,סמיכות	n_construct_singular
רבולוציונרי	רבולוציונר	ז,ע,רבים,סמיכות	n_construct_plural
רבולוציונריות	רבולוציונרית	נ,ע,רבים	n_fem_regular
רבולוציונריות	רבולוציונרית	נ,ע,רבים,סמיכות	n_construct_plural
רבולוציונרים	רבולוציונר	ז,ע,רבים	n_masc_regular
רבולוציונרית	רבולוציונרית	נ,ע,יחיד	n_fem_regular
רבולוציונרית	רבולוציונרית	נ,ע,יחיד,סמיכות	n_construct_singular
רבולוציות	רבולוציה	נ,ע,רבים	n_fem_regular
רבולוציות	רבולוציה	נ,ע,רבים,סמיכות	n_construct_plural
רבולוציית	רבולוציה	נ,ע,יחיד,סמיכות	n_construct_singular
רבוע	רבוע	ת,יחיד,ז	adj_unbound
רבוע	רבוע	ת,יחיד,ז,סמיכות	adj_construct
רבועה	רבוע	ת,יחיד,נ	adj_unbound
רבועות	רבוע	ת,רבים,נ	adj_unbound
רבועות	רבוע	ת,רבים,נ,סמיכות	adj_construct
רבועי	רבוע	ת,רבים,ז,סמיכות	adj_construct
רבועים	רבוע	ת,רבים,ז	adj_unbound
רבועת	רבוע	ת,יחיד,נ,סמיכות	adj_construct
רביבי	רביב	ז,ע,רבים,סמיכות	n_construct_plural
רביבים	רביב	ז,ע,רבים	n_masc_regular
רביד	רביד	ז,ע,יחיד	n_masc_regular
רביד	רביד	ז,ע,יחיד,סמיכות	n_construct_singular
רבידי	רביד	ז,ע,רבים,סמיכות	n_construct_plural
רבידים	רביד	ז,ע,רבים	n_masc_regular
רביולי	רביולי	ז,ע,יחיד	n_masc_regular
רביזיה	רביזיה	נ,ע,יחיד	n_fem_regular
רביזיוניזם	רביזיוניזם	ז,ע,יחיד	n_masc_regular
רביזיוניסט	רביזיוניסט	ת,יחיד,ז	adj_unbound
רביזיוניסט	רביזיוניסט	ת,יחיד,ז,סמיכות	adj_construct
רביזיוניסטי	רביזיוניסט	ת,רבים,ז,סמיכות	adj_construct
רביזיוניסטי	רביזיוניסטי	ת,יחיד,ז	adj_unbound
רביזיוניסטי	רביזיוניסטי	ת,יחיד,ז,סמיכות	adj_construct
רביזיוניסטיות	רביזיוניסט	ת,רבים,נ	adj_unbound
רביזיוניסטיות	רביזיוניסט	ת,רבים,נ,סמיכות	adj_construct
רביזיוניסטיות	רביזיוניסטי	ת,רבים,נ	adj_unbound
רביזיוניסטיות	רביזיוניסטי	ת,רבים,נ,סמיכות	adj_construct
רביזיוניסטיי	רביזיוניסטי	ת,רבים,ז,סמיכות	adj_construct
רביזיוניסטיים	רביזיוניסטי	ת,רבים,ז	adj_unbound
רביזיוניסטים	רביזיוניסט	ת,רבים,ז	adj_unbound
רביזיוניסטית	רביזיוניסט	ת,יחיד,נ	adj_unbound
רביזיוניסטית	רביזיוניסט	ת,יחיד,נ,סמיכות	adj_construct
רביזיוניסטית	רביזיוניסטי	ת,יחיד,נ	adj_unbound
רביזיוניסטית	רביזיוניסטי	ת,יחיד,נ,סמיכות	adj_construct
רביזיות	רביזיה	נ,ע,רבים	n_fem_regular
רביזיות	רביזיה	נ,ע,רבים,סמיכות	n_construct_plural
רביזיית	רביזיה	נ,ע,יחיד,סמיכות	n_construct_singular
רביכה	רביכה	נ,ע,יחיד	n_fem_regular
רביכות	רביכה	נ,ע,רבים	n_fem_regular
רביכות	רביכה	נ,ע,רבים,סמיכות	n_construct_plural
רביכת	רביכה	נ,ע,יחיד,סמיכות	n_construct_singular
רביע	רביע	ז,ע,יחיד	n_masc_regular
רביע	רביע	ז,ע,יחיד,סמיכות	n_construct_singular
רביעי	רביע	ז,ע,רבים,סמיכות	n_construct_plural
רביעי	רביעי	ת,יחיד,ז	adj_unbound
רביעי	רביעי	ת,יחיד,ז,סמיכות	adj_construct
רביעיות	רביעייה	נ,ע,רבים	n_fem_regular
רביעיות	רביעייה	נ,ע,רבים,סמיכות	n_construct_plural
רביעיות	רביעי	ת,רבים,נ	adj_unbound
רביעיות	רביעי	ת,רבים,נ,סמיכות	adj_construct
רביעיי	רביעי	ת,רבים,ז,סמיכות	adj_construct
רביעייה	רביעייה	נ,ע,יחיד	n_fem_regular
רביעיים	רביעי	ת,רבים,ז	adj_unbound
רביעיית	רביעייה	נ,ע,יחיד,סמיכות	n_construct_singular
רביעים	רביע	ז,ע,רבים	n_masc_regular
רביעית	רביעי	ת,יחיד,נ	adj_unbound
רביעית	רביעי	ת,יחיד,נ,סמיכות	adj_construct
רבנויות	רבנות	נ,ע,רבים	n_fem_regular
רבנויות	רבנות	נ,ע,רבים,סמיכות	n_construct_plural
רבנות	רבנות	נ,ע,יחיד	n_fem_regular
רבנות	רבנות	נ,ע,יחיד,סמיכות	n_construct_singular
רבני	רבני	ת,יחיד,ז	adj_unbound
רבני	רבני	ת,יחיד,ז,סמיכות	adj_construct
רבניות	רבנית	נ,ע,רבים	n_fem_regular
רבניות	רבנית	נ,ע,רבים,סמיכות	n_construct_plural
רבניות	רבני	ת,רבים,נ	adj_unbound
רבניות	רבני	ת,רבים,נ,סמיכות	adj_construct
רבניי	רבני	ת,רבים,ז,סמיכות	adj_construct
רבניים	רבני	ת,רבים,ז	adj_unbound
רבנית	רבנית	נ,ע,יחיד	n_fem_regular
רבנית	רבנית	נ,ע,יחיד,סמיכות	n_construct_singular
רבנית	רבני	ת,יחיד,נ	adj_unbound
רבנית	רבני	ת,יחיד,נ,סמיכות	adj_construct
רבע	רבע	ז,ע,יחיד	n_masc_regular
רבע	רבע	ז,ע,יחיד,סמיכות	n_construct_singular
רבעון	רבעון	ז,ע,יחיד	n_masc_regular
רבעון	רבעון	ז,ע,יחיד,סמיכות	n_construct_singular
רבעוני	רבעון	ז,ע,רבים,סמיכות	n_construct_plural
רבעוני	רבעוני	ת,יחיד,ז	adj_unbound
רבעוני	רבעוני	ת,יחיד,ז,סמיכות	adj_construct
רבעוניות	רבעוני	ת,רבים,נ	adj_unbound
רבעוניות	רבעוני	ת,רבים,נ,סמיכות	adj_construct
רבעוניי	רבעוני	ת,רבים,ז,סמיכות	adj_construct
רבעוניים	רבעוני	ת,רבים,ז	adj_unbound
רבעונים	רבעון	ז,ע,רבים	n_masc_regular
רבעונית	רבעוני	ת,יחיד,נ	adj_unbound
רבעונית	רבעוני	ת,יחיד,נ,סמיכות	adj_construct
רבעי	רבע	ז,ע,רבים,סמיכות	n_construct_plural
רבעים	רובע	ז,ע,רבים	n_masc_regular
רבעים	רבע	ז,ע,רבים	n_masc_regular
רברבן	רברבן	ת,יחיד,ז	adj_unbound
רברבן	רברבן	ת,יחיד,ז,סמיכות	adj_construct
רברבנות	רברבנות	נ,ע,יחיד	n_fem_regular
רברבנות	רברבנות	נ,ע,יחיד,סמיכות	n_construct_singular
רברבני	רברבן	ת,רבים,ז,סמיכות	adj_construct
רברבני	רברבני	ת,יחיד,ז	adj_unbound
רברבני	רברבני	ת,יחיד,ז,סמיכות	adj_construct
רברבניות	רברבן	ת,רבים,נ	adj_unbound
רברבניות	רברבן	ת,רבים,נ,סמיכות	adj_construct
רברבניות	רברבני	ת,רבים,נ	adj_unbound
רברבניות	רברבני	ת,רבים,נ,סמיכות	adj_construct
רברבניי	רברבני	ת,רבים,ז,סמיכות	adj_construct
רברבניים	רברבני	ת,רבים,ז	adj_unbound
רברבנים	רברבן	ת,רבים,ז	adj_unbound
רברבנית	רברבן	ת,יחיד,נ	adj_unbound
רברבנית	רברבן	ת,יחיד,נ,סמיכות	adj_construct
רברבנית	רברבני	ת,יחיד,נ	adj_unbound
רברבנית	רברבני	ת,יחיד,נ,סמיכות	adj_construct
רגב	רגב	ז,ע,יחיד	n_masc_regular
רגב	רגב	ז,ע,יחיד,סמיכות	n_construct_singular
רגבי	רגב	ז,ע,רבים,סמיכות	n_construct_plural
רגבים	רגב	ז,ע,רבים	n_masc_regular
רגולטור	רגולטור	ת,יחיד,ז	adj_unbound
רגולטור	רגולטור	ת,יחיד,ז,סמיכות	adj_construct
רגולטורה	רגולטור	ת,יחיד,נ	adj_unbound
רגולטורות	רגולטור	ת,רבים,נ	adj_unbound
רגולטורות	רגולטור	ת,רבים,נ,סמיכות	adj_construct
רגולטורי	רגולטור	ת,רבים,ז,סמיכות	adj_construct
רגולטורי	רגולטורי	ת,יחיד,ז	adj_unbound
רגולטורי	רגולטורי	ת,יחיד,ז,סמיכות	adj_construct
רגולטוריות	רגולטורי	ת,רבים,נ	adj_unbound
רגולטוריות	רגולטורי	ת,רבים,נ,סמיכות	adj_construct
רגולטוריי	רגולטורי	ת,רבים,ז,סמיכות	adj_construct
רגולטוריים	רגולטורי	ת,רבים,ז	adj_unbound
רגולטורים	רגולטור	ת,רבים,ז	adj_unbound
רגולטורית	רגולטורי	ת,יחיד,נ	adj_unbound
רגולטורית	רגולטורי	ת,יחיד,נ,סמיכות	adj_construct
רגולטורת	רגולטור	ת,יחיד,נ,סמיכות	adj_construct
רגולציה	רגולציה	נ,ע,יחיד	n_fem_regular
רגולציית	רגולציה	נ,ע,יחיד,סמיכות	n_construct_singular
רגולרי	רגולרי	ת,יחיד,ז	adj_unbound
רגולרי	רגולרי	ת,יחיד,ז,סמיכות	adj_construct
רגולריות	רגולרי	ת,רבים,נ	adj_unbound
רגולריות	רגולרי	ת,רבים,נ,סמיכות	adj_construct
רגולריי	רגולרי	ת,רבים,ז,סמיכות	adj_construct
רגולריים	רגולרי	ת,רבים,ז	adj_unbound
רגולרית	רגולרי	ת,יחיד,נ	adj_unbound
רגולרית	רגולרי	ת,יחיד,נ,סמיכות	adj_construct
רגזה	רגזה	נ,ע,יחיד	n_fem_regular
רגזן	רגזן	ת,יחיד,ז	adj_unbound
רגזן	רגזן	ת,יחיד,ז,סמיכות	adj_construct
רגזנויות	רגזנות	נ,ע,רבים	n_fem_regular
רגזנויות	רגזנות	נ,ע,רבים,סמיכות	n_construct_plural
רגזנות	רגזנות	נ,ע,יחיד	n_fem_regular
רגזנות	רגזנות	נ,ע,יחיד,סמיכות	n_construct_singular
רגזני	רגזן	ת,רבים,ז,סמיכות	adj_construct
רגזני	רגזני	ת,יחיד,ז	adj_unbound
רגזני	רגזני	ת,יחיד,ז,סמיכות	adj_construct
רגזניות	רגזן	ת,רבים,נ	adj_unbound
רגזניות	רגזן	ת,רבים,נ,סמיכות	adj_construct
רגזניות	רגזני	ת,רבים,נ	adj_unbound
רגזניות	רגזני	ת,רבים,נ,סמיכות	adj_construct
רגזניי	רגזני	ת,רבים,ז,סמיכות	adj_construct
רגזניים	רגזני	ת,רבים,ז	adj_unbound
רגזנים	רגזן	ת,רבים,ז	adj_unbound
רגזנית	רגזן	ת,יחיד,נ	adj_unbound
רגזנית	רגזן	ת,יחיד,נ,סמיכות	adj_construct
רגזנית	רגזני	ת,יחיד,נ	adj_unbound
רגזנית	רגזני	ת,יחיד,נ,סמיכות	adj_construct
רגזת	רגזה	נ,ע,יחיד,סמיכות	n_construct_singular
רגיל	רגיל	ת,יחיד,ז	adj_unbound
רגיל	רגיל	ת,יחיד,ז,סמיכות	adj_construct
רגילה	רגיל	ת,יחיד,נ	adj_unbound
רגילות	רגיל	ת,רבים,נ	adj_unbound
רגילות	רגיל	ת,רבים,נ,סמיכות	adj_construct
רגילי	רגיל	ת,רבים,ז,סמיכות	adj_construct
רגילים	רגיל	ת,רבים,ז	adj_unbound
רגילת	רגיל	ת,יחיד,נ,סמיכות	adj_construct
רגיסטר	רגיסטר	ז,ע,יחיד	n_masc_regular
רגיסטר	רגיסטר	ז,ע,יחיד,סמיכות	n_construct_singular
רגיסטרי	רגיסטר	ז,ע,רבים,סמיכות	n_construct_plural
רגיסטרים	רגיסטר	ז,ע,רבים	n_masc_regular
רגיש	רגיש	ת,יחיד,ז	adj_unbound
רגיש	רגיש	ת,יחיד,ז,סמיכות	adj_construct
רגישה	רגיש	ת,יחיד,נ	adj_unbound
רגישויות	רגישות	נ,ע,רבים	n_fem_regular
רגישויות	רגישות	נ,ע,רבים,סמיכות	n_construct_plural
רגישות	רגיש	ת,רבים,נ	adj_unbound
רגישות	רגיש	ת,רבים,נ,סמיכות	adj_construct
רגישות	רגישות	נ,ע,יחיד	n_fem_regular
רגישות	רגישות	נ,ע,יחיד,סמיכות	n_construct_singular
רגישי	רגיש	ת,רבים,ז,סמיכות	adj_construct
רגישים	רגיש	ת,רבים,ז	adj_unbound
רגישת	רגיש	ת,יחיד,נ,סמיכות	adj_construct
רגל	רגל	נ,ע,יחיד	n_fem_regular
רגל	רגל	נ,ע,יחיד,סמיכות	n_construct_singular
רגלי	רגל	נ,ע,רבים,סמיכות	n_construct_plural
רגלי	רגל	נ,ע,רבים,סמיכות	n_construct_plural
רגלי	רגלי	ת,יחיד,ז	adj_unbound
רגלי	רגלי	ת,יחיד,ז,סמיכות	adj_construct
רגלי	רגלי	ז,ע,יחיד	n_masc_regular
רגלי	רגלי	ז,ע,יחיד,סמיכות	n_construct_singular
רגלי	רגלי	ז,ע,רבים,סמיכות	n_construct_plural
רגליות	רגלי	ת,רבים,נ	adj_unbound
רגליות	רגלי	ת,רבים,נ,סמיכות	adj_construct
רגליי	רגלי	ת,רבים,ז,סמיכות	adj_construct
רגליים	רגל	נ,ע,רבים	n_fem_regular
רגליים	רגלי	ת,רבים,ז	adj_unbound
רגלים	רגל	נ,ע,רבים	n_fem_regular
רגלים	רגלי	ז,ע,רבים	n_masc_regular
רגלית	רגלי	ת,יחיד,נ	adj_unbound
רגלית	רגלי	ת,יחיד,נ,סמיכות	adj_construct
רגנרציה	רגנרציה	נ,ע,יחיד	n_fem_regular
רגנרציית	רגנרציה	נ,ע,יחיד,סמיכות	n_construct_singular
רגע	רגע	ז,ע,יחיד	n_masc_regular
רגע	רגע	ז,ע,יחיד,סמיכות	n_construct_singular
רגעי	רגע	ז,ע,רבים,סמיכות	n_construct_plural
רגעי	רגעי	ת,יחיד,ז	adj_unbound
רגעי	רגעי	ת,יחיד,ז,סמיכות	adj_construct
רגעיות	רגעי	ת,רבים,נ	adj_unbound
רגעיות	רגעי	ת,רבים,נ,סמיכות	adj_construct
רגעיות	רגעיות	נ,ע,יחיד	n_fem_regular
רגעיות	רגעיות	נ,ע,יחיד,סמיכות	n_construct_singular
רגעיי	רגעי	ת,רבים,ז,סמיכות	adj_construct
רגעיים	רגעי	ת,רבים,ז	adj_unbound
רגעים	רגע	ז,ע,רבים	n_masc_regular
רגעית	רגעי	ת,יחיד,נ	adj_unbound
רגעית	רגעי	ת,יחיד,נ,סמיכות	adj_construct
רגרסיבי	רגרסיבי	ת,יחיד,ז	adj_unbound
רגרסיבי	רגרסיבי	ת,יחיד,ז,סמיכות	adj_construct
רגרסיביות	רגרסיבי	ת,רבים,נ	adj_unbound
רגרסיביות	רגרסיבי	ת,רבים,נ,סמיכות	adj_construct
רגרסיביי	רגרסיבי	ת,רבים,ז,סמיכות	adj_construct
רגרסיביים	רגרסיבי	ת,רבים,ז	adj_unbound
רגרסיבית	רגרסיבי	ת,יחיד,נ	adj_unbound
רגרסיבית	רגרסיבי	ת,יחיד,נ,סמיכות	adj_construct
רגרסיה	רגרסיה	נ,ע,יחיד	n_fem_regular
רגרסיות	רגרסיה	נ,ע,רבים	n_fem_regular
רגרסיות	רגרסיה	נ,ע,רבים,סמיכות	n_construct_plural
רגרסיית	רגרסיה	נ,ע,יחיד,סמיכות	n_construct_singular
רגש	רגש	ז,ע,יחיד	n_masc_regular
רגש	רגש	ז,ע,יחיד,סמיכות	n_construct_singular
רגשות	רגש	ז,ע,רבים	n_masc_regular
רגשות	רגש	ז,ע,רבים,סמיכות	n_construct_plural
רגשי	רגשי	ת,יחיד,ז	adj_unbound
רגשי	רגשי	ת,יחיד,ז,סמיכות	adj_construct
רגשיות	רגשי	ת,רבים,נ	adj_unbound
רגשיות	רגשי	ת,רבים,נ,סמיכות	adj_construct
רגשיות	רגשיות	נ,ע,יחיד	n_fem_regular
רגשיות	רגשיות	נ,ע,יחיד,סמיכות	n_construct_singular
רגשיי	רגשי	ת,רבים,ז,סמיכות	adj_construct
רגשיים	רגשי	ת,רבים,ז	adj_unbound
רגשית	רגשי	ת,יחיד,נ	adj_unbound
רגשית	רגשי	ת,יחיד,נ,סמיכות	adj_construct
רגשן	רגשן	ת,יחיד,ז	adj_unbound
רגשן	רגשן	ת,יחיד,ז,סמיכות	adj_construct
רגשנויות	רגשנות	נ,ע,רבים	n_fem_regular
רגשנויות	רגשנות	נ,ע,רבים,סמיכות	n_construct_plural
רגשנות	רגשנות	נ,ע,יחיד	n_fem_regular
רגשנות	רגשנות	נ,ע,יחיד,סמיכות	n_construct_singular
רגשני	רגשן	ת,רבים,ז,סמיכות	adj_construct
רגשני	רגשני	ת,יחיד,ז	adj_unbound
רגשני	רגשני	ת,יחיד,ז,סמיכות	adj_construct
רגשניות	רגשן	ת,רבים,נ	adj_unbound
רגשניות	רגשן	ת,רבים,נ,סמיכות	adj_construct
רגשניות	רגשני	ת,רבים,נ	adj_unbound
רגשניות	רגשני	ת,רבים,נ,סמיכות	adj_construct
רגשניי	רגשני	ת,רבים,ז,סמיכות	adj_construct
רגשניים	רגשני	ת,רבים,ז	adj_unbound
רגשנים	רגשן	ת,רבים,ז	adj_unbound
רגשנית	רגשן	ת,יחיד,נ	adj_unbound
רגשנית	רגשן	ת,יחיד,נ,סמיכות	adj_construct
רגשנית	רגשני	ת,יחיד,נ	adj_unbound
רגשנית	רגשני	ת,יחיד,נ,סמיכות	adj_construct
רדאר	רדאר	ז,ע,יחיד	n_masc_regular
רדאר	רדאר	ז,ע,יחיד,סמיכות	n_construct_singular
רדארי	רדאר	ז,ע,רבים,סמיכות	n_construct_plural
רדארים	רדאר	ז,ע,רבים	n_masc_regular
רדוד	רדוד	ת,יחיד,ז	adj_unbound
רדוד	רדוד	ת,יחיד,ז,סמיכות	adj_construct
רדודה	רדוד	ת,יחיד,נ	adj_unbound
רדודות	רדוד	ת,רבים,נ	adj_unbound
רדודות	רדוד	ת,רבים,נ,סמיכות	adj_construct
רדודי	רדוד	ת,רבים,ז,סמיכות	adj_construct
רדודים	רדוד	ת,רבים,ז	adj_unbound
רדודת	רדוד	ת,יחיד,נ,סמיכות	adj_construct
רדום	רדום	ת,יחיד,ז	adj_unbound
רדום	רדום	ת,יחיד,ז,סמיכות	adj_construct
רדומה	רדום	ת,יחיד,נ	adj_unbound
רדומות	רדום	ת,רבים,נ	adj_unbound
רדומות	רדום	ת,רבים,נ,סמיכות	adj_construct
רדומי	רדום	ת,רבים,ז,סמיכות	adj_construct
רדומים	רדום	ת,רבים,ז	adj_unbound
רדומת	רדום	ת,יחיד,נ,סמיכות	adj_construct
רדון	רדון	ז,ע,יחיד	n_masc_regular
רדוקציה	רדוקציה	נ,ע,יחיד	n_fem_regular
רדוקציוניזם	רדוקציוניזם	ז,ע,יחיד	n_masc_regular
רדוקציוניסט	רדוקציוניסט	ת,יחיד,ז	adj_unbound
רדוקציוניסט	רדוקציוניסט	ת,יחיד,ז,סמיכות	adj_construct
רדוקציוניסטי	רדוקציוניסט	ת,רבים,ז,סמיכות	adj_construct
רדוקציוניסטי	רדוקציוניסטי	ת,יחיד,ז	adj_unbound
רדוקציוניסטי	רדוקציוניסטי	ת,יחיד,ז,סמיכות	adj_construct
רדוקציוניסטיות	רדוקציוניסט	ת,רבים,נ	adj_unbound
רדוקציוניסטיות	רדוקציוניסט	ת,רבים,נ,סמיכות	adj_construct
רדוקציוניסטיי	רדוקציוניסטי	ת,רבים,ז,סמיכות	adj_construct
רדוקציוניסטייות	רדוקציוניסטי	ת,רבים,נ	adj_unbound
רדוקציוניסטייות	רדוקציוניסטי	ת,רבים,נ,סמיכות	adj_construct
רדוקציוניסטיים	רדוקציוניסטי	ת,רבים,ז	adj_unbound
רדוקציוניסטיית	רדוקציוניסטי	ת,יחיד,נ	adj_unbound
רדוקציוניסטיית	רדוקציוניסטי	ת,יחיד,נ,סמיכות	adj_construct
